100 100 307 117 Results-forward-20181023/2L_locus1158/glob-opt-pen0/results/result_prog.aln 100 100 307 109 Results-forward-20181023/2L_locus1158/glob-opt-pen0-sw100/results/result_prog.aln 100 100 307 81 Results-forward-20181023/2L_locus1158/glob-opt-pen15/results/result_prog.aln
100 100 338 184 Results-forward-20181023/2L_locus1160/glob-opt-pen0/results/result_prog.aln 100 100 338 178 Results-forward-20181023/2L_locus1160/glob-opt-pen0-sw100/results/result_prog.aln 100 100 338 152 Results-forward-20181023/2L_locus1160/glob-opt-pen15/results/result_prog.aln
100 100 303 218 Results-forward-20181023/2L_locus1901/glob-opt-pen0/results/result_prog.aln 100 100 303 204 Results-forward-20181023/2L_locus1901/glob-opt-pen0-sw100/results/result_prog.aln 100 100 303 21 Results-forward-20181023/2L_locus1901/glob-opt-pen15/results/result_prog.aln
100 100 319 241 Results-forward-20181023/2L_locus2476/glob-opt-pen0/results/result_prog.aln 100 100 319 170 Results-forward-20181023/2L_locus2476/glob-opt-pen0-sw100/results/result_prog.aln 100 100 319 162 Results-forward-20181023/2L_locus2476/glob-opt-pen15/results/result_prog.aln
100 100 307 85 Results-forward-20181023/2L_locus2654/glob-opt-pen0/results/result_prog.aln 100 100 307 78 Results-forward-20181023/2L_locus2654/glob-opt-pen0-sw100/results/result_prog.aln 100 100 307 78 Results-forward-20181023/2L_locus2654/glob-opt-pen15/results/result_prog.aln
100 100 333 211 Results-forward-20181023/2L_locus2655/glob-opt-pen0/results/result_prog.aln 100 100 333 208 Results-forward-20181023/2L_locus2655/glob-opt-pen0-sw100/results/result_prog.aln 100 100 333 92 Results-forward-20181023/2L_locus2655/glob-opt-pen15/results/result_prog.aln
100 100 325 100 Results-forward-20181023/2L_locus2780/glob-opt-pen0/results/result_prog.aln 100 100 325 86 Results-forward-20181023/2L_locus2780/glob-opt-pen0-sw100/results/result_prog.aln 100 100 325 86 Results-forward-20181023/2L_locus2780/glob-opt-pen15/results/result_prog.aln
100 100 345 196 Results-forward-20181023/2L_locus2876/glob-opt-pen0/results/result_prog.aln 100 100 345 196 Results-forward-20181023/2L_locus2876/glob-opt-pen0-sw100/results/result_prog.aln 100 100 345 196 Results-forward-20181023/2L_locus2876/glob-opt-pen15/results/result_prog.aln
100 100 291 179 Results-forward-20181023/2L_locus2888/glob-opt-pen0/results/result_prog.aln 100 100 291 124 Results-forward-20181023/2L_locus2888/glob-opt-pen0-sw100/results/result_prog.aln 100 100 291 76 Results-forward-20181023/2L_locus2888/glob-opt-pen15/results/result_prog.aln
100 100 309 165 Results-forward-20181023/2L_locus2914/glob-opt-pen0/results/result_prog.aln 100 100 309 164 Results-forward-20181023/2L_locus2914/glob-opt-pen0-sw100/results/result_prog.aln 100 100 309 98 Results-forward-20181023/2L_locus2914/glob-opt-pen15/results/result_prog.aln
100 100 370 156 Results-forward-20181023/2L_locus3003/glob-opt-pen0/results/result_prog.aln 100 100 370 104 Results-forward-20181023/2L_locus3003/glob-opt-pen0-sw100/results/result_prog.aln 100 100 370 76 Results-forward-20181023/2L_locus3003/glob-opt-pen15/results/result_prog.aln
100 100 358 100 Results-forward-20181023/2L_locus3042/glob-opt-pen0/results/result_prog.aln 100 100 358 234 Results-forward-20181023/2L_locus3042/glob-opt-pen0-sw100/results/result_prog.aln 100 100 358 72 Results-forward-20181023/2L_locus3042/glob-opt-pen15/results/result_prog.aln
100 100 322 75 Results-forward-20181023/2L_locus3044/glob-opt-pen0/results/result_prog.aln 100 100 322 75 Results-forward-20181023/2L_locus3044/glob-opt-pen0-sw100/results/result_prog.aln 100 100 322 74 Results-forward-20181023/2L_locus3044/glob-opt-pen15/results/result_prog.aln
100 100 371 232 Results-forward-20181023/2L_locus316/glob-opt-pen0/results/result_prog.aln 100 100 371 232 Results-forward-20181023/2L_locus316/glob-opt-pen0-sw100/results/result_prog.aln 100 100 371 231 Results-forward-20181023/2L_locus316/glob-opt-pen15/results/result_prog.aln
100 100 384 110 Results-forward-20181023/2L_locus3427/glob-opt-pen0/results/result_prog.aln 100 100 384 93 Results-forward-20181023/2L_locus3427/glob-opt-pen0-sw100/results/result_prog.aln 100 100 384 93 Results-forward-20181023/2L_locus3427/glob-opt-pen15/results/result_prog.aln
100 100 313 87 Results-forward-20181023/2L_locus4152/glob-opt-pen0/results/result_prog.aln 100 100 313 87 Results-forward-20181023/2L_locus4152/glob-opt-pen0-sw100/results/result_prog.aln 100 100 313 87 Results-forward-20181023/2L_locus4152/glob-opt-pen15/results/result_prog.aln
100 100 313 299 Results-forward-20181023/2L_locus4618/glob-opt-pen0/results/result_prog.aln 100 100 313 278 Results-forward-20181023/2L_locus4618/glob-opt-pen0-sw100/results/result_prog.aln 100 100 313 269 Results-forward-20181023/2L_locus4618/glob-opt-pen15/results/result_prog.aln
